,Unnamed: 0,Source,Destination,Q,hour,day,weather,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
7579,7579,North Station,North Station,24.59795402558207,9,6,Clear,42.366,-71.062,42.366,-71.062
7580,7580,Northeastern University,North Station,22.852623350669745,9,6,Clear,42.34,-71.09,42.366,-71.062
7581,7581,South Station,North Station,22.82454263401015,9,6,Clear,42.352,-71.055,42.366,-71.062
7582,7582,Theatre District,North Station,24.54981657228641,9,6,Clear,42.352,-71.064,42.366,-71.062
7583,7583,West End,North Station,23.53062523768297,9,6,Clear,42.365,-71.064,42.366,-71.062
7584,7584,Back Bay,Northeastern University,21.77724221811093,9,6,Clear,42.35,-71.08,42.34,-71.09
7585,7585,Beacon Hill,Northeastern University,21.641257248985568,9,6,Clear,42.356,-71.069,42.34,-71.09
7586,7586,Boston University,Northeastern University,21.26094617381543,9,6,Clear,42.351,-71.105,42.34,-71.09
7587,7587,Fenway,Northeastern University,23.082697350543512,9,6,Clear,42.347,-71.092,42.34,-71.09
7588,7588,Financial District,Northeastern University,24.96058990057657,9,6,Clear,42.356,-71.055,42.34,-71.09
7589,7589,Haymarket Square,Northeastern University,24.14675764845992,9,6,Clear,42.364,-71.059,42.34,-71.09
7590,7590,North End,Northeastern University,23.66582895192893,9,6,Clear,42.365,-71.056,42.34,-71.09
7591,7591,North Station,Northeastern University,23.52482926822429,9,6,Clear,42.366,-71.062,42.34,-71.09
7592,7592,Northeastern University,Northeastern University,22.850605438917132,9,6,Clear,42.34,-71.09,42.34,-71.09
7593,7593,South Station,Northeastern University,21.00494593292774,9,6,Clear,42.352,-71.055,42.34,-71.09
7594,7594,Theatre District,Northeastern University,24.55442157489492,9,6,Clear,42.352,-71.064,42.34,-71.09
7595,7595,West End,Northeastern University,23.531742886636486,9,6,Clear,42.365,-71.064,42.34,-71.09
7596,7596,Back Bay,South Station,21.775987539917125,9,6,Clear,42.35,-71.08,42.352,-71.055
7597,7597,Beacon Hill,South Station,21.6429419630656,9,6,Clear,42.356,-71.069,42.352,-71.055
7598,7598,Boston University,South Station,21.26220757770211,9,6,Clear,42.351,-71.105,42.352,-71.055
7599,7599,Fenway,South Station,23.08338114477761,9,6,Clear,42.347,-71.092,42.352,-71.055
7600,7600,Financial District,South Station,28.881630916792357,9,6,Clear,42.356,-71.055,42.352,-71.055
7601,7601,Haymarket Square,South Station,23.92875882392273,9,6,Clear,42.364,-71.059,42.352,-71.055
7602,7602,North End,South Station,23.673788531231867,9,6,Clear,42.365,-71.056,42.352,-71.055
7603,7603,North Station,South Station,23.781588101289227,9,6,Clear,42.366,-71.062,42.352,-71.055
7604,7604,Northeastern University,South Station,22.858686337677543,9,6,Clear,42.34,-71.09,42.352,-71.055
7605,7605,South Station,South Station,25.3357353334954,9,6,Clear,42.352,-71.055,42.352,-71.055
7606,7606,Theatre District,South Station,24.5588143882732,9,6,Clear,42.352,-71.064,42.352,-71.055
7607,7607,West End,South Station,23.53151025746856,9,6,Clear,42.365,-71.064,42.352,-71.055
7608,7608,Back Bay,Theatre District,21.772644089890115,9,6,Clear,42.35,-71.08,42.352,-71.064
7609,7609,Beacon Hill,Theatre District,21.64311430829773,9,6,Clear,42.356,-71.069,42.352,-71.064
7610,7610,Boston University,Theatre District,21.26915414441372,9,6,Clear,42.351,-71.105,42.352,-71.064
7611,7611,Fenway,Theatre District,23.08425442423071,9,6,Clear,42.347,-71.092,42.352,-71.064
7612,7612,Financial District,Theatre District,23.63885042033028,9,6,Clear,42.356,-71.055,42.352,-71.064
7613,7613,Haymarket Square,Theatre District,24.97866119154947,9,6,Clear,42.364,-71.059,42.352,-71.064
7614,7614,North End,Theatre District,23.672877928512275,9,6,Clear,42.365,-71.056,42.352,-71.064
7615,7615,North Station,Theatre District,23.42311972642688,9,6,Clear,42.366,-71.062,42.352,-71.064
7616,7616,Northeastern University,Theatre District,22.855592950932763,9,6,Clear,42.34,-71.09,42.352,-71.064
7617,7617,South Station,Theatre District,23.559426810259865,9,6,Clear,42.352,-71.055,42.352,-71.064
7618,7618,Theatre District,Theatre District,24.555729614943857,9,6,Clear,42.352,-71.064,42.352,-71.064
7619,7619,West End,Theatre District,23.527167511403203,9,6,Clear,42.365,-71.064,42.352,-71.064
7620,7620,Back Bay,West End,21.77451353083537,9,6,Clear,42.35,-71.08,42.365,-71.064
7621,7621,Beacon Hill,West End,21.638086979659303,9,6,Clear,42.356,-71.069,42.365,-71.064
7622,7622,Boston University,West End,21.26627762042473,9,6,Clear,42.351,-71.105,42.365,-71.064
7623,7623,Fenway,West End,23.085773897310997,9,6,Clear,42.347,-71.092,42.365,-71.064
7624,7624,Financial District,West End,23.76673619692364,9,6,Clear,42.356,-71.055,42.365,-71.064
7625,7625,Haymarket Square,West End,25.45165641708116,9,6,Clear,42.364,-71.059,42.365,-71.064
7626,7626,North End,West End,23.673260225940407,9,6,Clear,42.365,-71.056,42.365,-71.064
7627,7627,North Station,West End,23.14897494581816,9,6,Clear,42.366,-71.062,42.365,-71.064
7628,7628,Northeastern University,West End,22.855254043759075,9,6,Clear,42.34,-71.09,42.365,-71.064
7629,7629,South Station,West End,22.906918141364866,9,6,Clear,42.352,-71.055,42.365,-71.064
7630,7630,Theatre District,West End,24.5541601167584,9,6,Clear,42.352,-71.064,42.365,-71.064
7631,7631,West End,West End,23.52654883533028,9,6,Clear,42.365,-71.064,42.365,-71.064
7632,7632,Back Bay,Back Bay,0.0,9,6,Rain,42.35,-71.08,42.35,-71.08
7633,7633,Beacon Hill,Back Bay,21.81708447586701,9,6,Rain,42.356,-71.069,42.35,-71.08
7634,7634,Boston University,Back Bay,21.45877163356674,9,6,Rain,42.351,-71.105,42.35,-71.08
7635,7635,Fenway,Back Bay,23.247285018923076,9,6,Rain,42.347,-71.092,42.35,-71.08
7636,7636,Financial District,Back Bay,23.568603129756955,9,6,Rain,42.356,-71.055,42.35,-71.08
7637,7637,Haymarket Square,Back Bay,24.95851583700396,9,6,Rain,42.364,-71.059,42.35,-71.08
7638,7638,North End,Back Bay,23.88126389707676,9,6,Rain,42.365,-71.056,42.35,-71.08
7639,7639,North Station,Back Bay,23.12109499992702,9,6,Rain,42.366,-71.062,42.35,-71.08
7640,7640,Northeastern University,Back Bay,22.987191666109656,9,6,Rain,42.34,-71.09,42.35,-71.08
7641,7641,South Station,Back Bay,22.498951867202184,9,6,Rain,42.352,-71.055,42.35,-71.08
7642,7642,Theatre District,Back Bay,24.79962847875838,9,6,Rain,42.352,-71.064,42.35,-71.08
7643,7643,West End,Back Bay,23.73180926690269,9,6,Rain,42.365,-71.064,42.35,-71.08
7644,7644,Back Bay,Beacon Hill,21.92231271276969,9,6,Rain,42.35,-71.08,42.356,-71.069
7645,7645,Beacon Hill,Beacon Hill,0.0,9,6,Rain,42.356,-71.069,42.356,-71.069
7646,7646,Boston University,Beacon Hill,21.46180797720633,9,6,Rain,42.351,-71.105,42.356,-71.069
7647,7647,Fenway,Beacon Hill,23.24575570051844,9,6,Rain,42.347,-71.092,42.356,-71.069
7648,7648,Financial District,Beacon Hill,23.29620121683423,9,6,Rain,42.356,-71.055,42.356,-71.069
7649,7649,Haymarket Square,Beacon Hill,24.920195281329693,9,6,Rain,42.364,-71.059,42.356,-71.069
7650,7650,North End,Beacon Hill,23.873557645332525,9,6,Rain,42.365,-71.056,42.356,-71.069
7651,7651,North Station,Beacon Hill,23.143528337988545,9,6,Rain,42.366,-71.062,42.356,-71.069
7652,7652,Northeastern University,Beacon Hill,22.989885925169528,9,6,Rain,42.34,-71.09,42.356,-71.069
7653,7653,South Station,Beacon Hill,22.679245829697123,9,6,Rain,42.352,-71.055,42.356,-71.069
7654,7654,Theatre District,Beacon Hill,24.796622357343328,9,6,Rain,42.352,-71.064,42.356,-71.069
7655,7655,West End,Beacon Hill,23.72675892294788,9,6,Rain,42.365,-71.064,42.356,-71.069
7656,7656,Back Bay,Boston University,21.926007892209118,9,6,Rain,42.35,-71.08,42.351,-71.105
7657,7657,Beacon Hill,Boston University,21.81990376353393,9,6,Rain,42.356,-71.069,42.351,-71.105
7658,7658,Boston University,Boston University,0.0,9,6,Rain,42.351,-71.105,42.351,-71.105
7659,7659,Fenway,Boston University,23.247434854020867,9,6,Rain,42.347,-71.092,42.351,-71.105
7660,7660,Financial District,Boston University,24.675987208371872,9,6,Rain,42.356,-71.055,42.351,-71.105
7661,7661,Haymarket Square,Boston University,24.234925585630712,9,6,Rain,42.364,-71.059,42.351,-71.105
7662,7662,North End,Boston University,23.8726625228228,9,6,Rain,42.365,-71.056,42.351,-71.105
7663,7663,North Station,Boston University,23.60255047851682,9,6,Rain,42.366,-71.062,42.351,-71.105
7664,7664,Northeastern University,Boston University,22.98239376613569,9,6,Rain,42.34,-71.09,42.351,-71.105
7665,7665,South Station,Boston University,21.061571532123864,9,6,Rain,42.352,-71.055,42.351,-71.105
7666,7666,Theatre District,Boston University,24.80905999697456,9,6,Rain,42.352,-71.064,42.351,-71.105
7667,7667,West End,Boston University,23.72587731284879,9,6,Rain,42.365,-71.064,42.351,-71.105
7668,7668,Back Bay,Fenway,21.928332061185696,9,6,Rain,42.35,-71.08,42.347,-71.092
7669,7669,Beacon Hill,Fenway,21.824855539326183,9,6,Rain,42.356,-71.069,42.347,-71.092
7670,7670,Boston University,Fenway,21.45983979546808,9,6,Rain,42.351,-71.105,42.347,-71.092
7671,7671,Fenway,Fenway,23.244146926420363,9,6,Rain,42.347,-71.092,42.347,-71.092
7672,7672,Financial District,Fenway,24.800168455114893,9,6,Rain,42.356,-71.055,42.347,-71.092
7673,7673,Haymarket Square,Fenway,24.152701726065303,9,6,Rain,42.364,-71.059,42.347,-71.092
7674,7674,North End,Fenway,23.86889299234365,9,6,Rain,42.365,-71.056,42.347,-71.092
7675,7675,North Station,Fenway,23.8374617339903,9,6,Rain,42.366,-71.062,42.347,-71.092
7676,7676,Northeastern University,Fenway,22.980939288449477,9,6,Rain,42.34,-71.09,42.347,-71.092
7677,7677,South Station,Fenway,21.75484656502849,9,6,Rain,42.352,-71.055,42.347,-71.092
7678,7678,Theatre District,Fenway,24.80347451607105,9,6,Rain,42.352,-71.064,42.347,-71.092
7679,7679,West End,Fenway,23.732982585238613,9,6,Rain,42.365,-71.064,42.347,-71.092
7680,7680,Back Bay,Financial District,21.92653687281344,9,6,Rain,42.35,-71.08,42.356,-71.055
7681,7681,Beacon Hill,Financial District,21.821700429416705,9,6,Rain,42.356,-71.069,42.356,-71.055
7682,7682,Boston University,Financial District,21.4605801198247,9,6,Rain,42.351,-71.105,42.356,-71.055
7683,7683,Fenway,Financial District,23.24530288765468,9,6,Rain,42.347,-71.092,42.356,-71.055
7684,7684,Financial District,Financial District,29.082785283467445,9,6,Rain,42.356,-71.055,42.356,-71.055
7685,7685,Haymarket Square,Financial District,25.615047918898828,9,6,Rain,42.364,-71.059,42.356,-71.055
7686,7686,North End,Financial District,23.879289119004177,9,6,Rain,42.365,-71.056,42.356,-71.055
7687,7687,North Station,Financial District,23.7380209367817,9,6,Rain,42.366,-71.062,42.356,-71.055
7688,7688,Northeastern University,Financial District,22.9896532995482,9,6,Rain,42.34,-71.09,42.356,-71.055
7689,7689,South Station,Financial District,25.660189688390105,9,6,Rain,42.352,-71.055,42.356,-71.055
7690,7690,Theatre District,Financial District,24.810568262115936,9,6,Rain,42.352,-71.064,42.356,-71.055
7691,7691,West End,Financial District,23.7287857540712,9,6,Rain,42.365,-71.064,42.356,-71.055
7692,7692,Back Bay,Haymarket Square,21.92768703898856,9,6,Rain,42.35,-71.08,42.364,-71.059
7693,7693,Beacon Hill,Haymarket Square,21.8226382935206,9,6,Rain,42.356,-71.069,42.364,-71.059
7694,7694,Boston University,Haymarket Square,21.458292948617885,9,6,Rain,42.351,-71.105,42.364,-71.059
7695,7695,Fenway,Haymarket Square,23.24741534142667,9,6,Rain,42.347,-71.092,42.364,-71.059
7696,7696,Financial District,Haymarket Square,26.02132501523641,9,6,Rain,42.356,-71.055,42.364,-71.059
7697,7697,Haymarket Square,Haymarket Square,25.985222288194272,9,6,Rain,42.364,-71.059,42.364,-71.059
7698,7698,North End,Haymarket Square,23.87757306260909,9,6,Rain,42.365,-71.056,42.364,-71.059
7699,7699,North Station,Haymarket Square,24.93497459075799,9,6,Rain,42.366,-71.062,42.364,-71.059
7700,7700,Northeastern University,Haymarket Square,22.990036465622715,9,6,Rain,42.34,-71.09,42.364,-71.059
7701,7701,South Station,Haymarket Square,21.941105978156383,9,6,Rain,42.352,-71.055,42.364,-71.059
7702,7702,Theatre District,Haymarket Square,24.80498559677446,9,6,Rain,42.352,-71.064,42.364,-71.059
7703,7703,West End,Haymarket Square,23.734120074031733,9,6,Rain,42.365,-71.064,42.364,-71.059
7704,7704,Back Bay,North End,21.92528777891479,9,6,Rain,42.35,-71.08,42.365,-71.056
7705,7705,Beacon Hill,North End,21.822199332733152,9,6,Rain,42.356,-71.069,42.365,-71.056
7706,7706,Boston University,North End,21.455406126391537,9,6,Rain,42.351,-71.105,42.365,-71.056
7707,7707,Fenway,North End,23.24102557949605,9,6,Rain,42.347,-71.092,42.365,-71.056
7708,7708,Financial District,North End,25.87907202258419,9,6,Rain,42.356,-71.055,42.365,-71.056
7709,7709,Haymarket Square,North End,24.322140924302666,9,6,Rain,42.364,-71.059,42.365,-71.056
7710,7710,North End,North End,23.87364584927383,9,6,Rain,42.365,-71.056,42.365,-71.056
7711,7711,North Station,North End,24.323702924046163,9,6,Rain,42.366,-71.062,42.365,-71.056
7712,7712,Northeastern University,North End,22.984214946467727,9,6,Rain,42.34,-71.09,42.365,-71.056
7713,7713,South Station,North End,21.66221963281708,9,6,Rain,42.352,-71.055,42.365,-71.056
7714,7714,Theatre District,North End,24.80582572350736,9,6,Rain,42.352,-71.064,42.365,-71.056
7715,7715,West End,North End,23.734838968170813,9,6,Rain,42.365,-71.064,42.365,-71.056
7716,7716,Back Bay,North Station,21.926155359415983,9,6,Rain,42.35,-71.08,42.366,-71.062
7717,7717,Beacon Hill,North Station,21.817611565896005,9,6,Rain,42.356,-71.069,42.366,-71.062
7718,7718,Boston University,North Station,21.459363369361373,9,6,Rain,42.351,-71.105,42.366,-71.062
7719,7719,Fenway,North Station,23.249596446375996,9,6,Rain,42.347,-71.092,42.366,-71.062
7720,7720,Financial District,North Station,23.5216522208238,9,6,Rain,42.356,-71.055,42.366,-71.062
7721,7721,Haymarket Square,North Station,26.096983028812957,9,6,Rain,42.364,-71.059,42.366,-71.062
7722,7722,North End,North Station,23.88131694960159,9,6,Rain,42.365,-71.056,42.366,-71.062
7723,7723,North Station,North Station,24.815350667579693,9,6,Rain,42.366,-71.062,42.366,-71.062
7724,7724,Northeastern University,North Station,22.98688455677209,9,6,Rain,42.34,-71.09,42.366,-71.062
7725,7725,South Station,North Station,23.149307179611537,9,6,Rain,42.352,-71.055,42.366,-71.062
7726,7726,Theatre District,North Station,24.8072016908983,9,6,Rain,42.352,-71.064,42.366,-71.062
7727,7727,West End,North Station,23.73499332971548,9,6,Rain,42.365,-71.064,42.366,-71.062
7728,7728,Back Bay,Northeastern University,21.92951342761461,9,6,Rain,42.35,-71.08,42.34,-71.09
7729,7729,Beacon Hill,Northeastern University,21.821085478249618,9,6,Rain,42.356,-71.069,42.34,-71.09
7730,7730,Boston University,Northeastern University,21.4610167311392,9,6,Rain,42.351,-71.105,42.34,-71.09
7731,7731,Fenway,Northeastern University,23.25055131207488,9,6,Rain,42.347,-71.092,42.34,-71.09
7732,7732,Financial District,Northeastern University,24.912617239468425,9,6,Rain,42.356,-71.055,42.34,-71.09
7733,7733,Haymarket Square,Northeastern University,24.14684124042608,9,6,Rain,42.364,-71.059,42.34,-71.09
7734,7734,North End,Northeastern University,23.878569723247217,9,6,Rain,42.365,-71.056,42.34,-71.09
7735,7735,North Station,Northeastern University,23.690946469316984,9,6,Rain,42.366,-71.062,42.34,-71.09
7736,7736,Northeastern University,Northeastern University,22.979085873622832,9,6,Rain,42.34,-71.09,42.34,-71.09
7737,7737,South Station,Northeastern University,20.98070601497072,9,6,Rain,42.352,-71.055,42.34,-71.09
7738,7738,Theatre District,Northeastern University,24.811958604085564,9,6,Rain,42.352,-71.064,42.34,-71.09
7739,7739,West End,Northeastern University,23.72977396076616,9,6,Rain,42.365,-71.064,42.34,-71.09
7740,7740,Back Bay,South Station,21.930192607347696,9,6,Rain,42.35,-71.08,42.352,-71.055
7741,7741,Beacon Hill,South Station,21.822171317260445,9,6,Rain,42.356,-71.069,42.352,-71.055
7742,7742,Boston University,South Station,21.45636569795211,9,6,Rain,42.351,-71.105,42.352,-71.055
7743,7743,Fenway,South Station,23.249082471511592,9,6,Rain,42.347,-71.092,42.352,-71.055
7744,7744,Financial District,South Station,29.14698049126017,9,6,Rain,42.356,-71.055,42.352,-71.055
7745,7745,Haymarket Square,South Station,24.47989316707552,9,6,Rain,42.364,-71.059,42.352,-71.055
7746,7746,North End,South Station,23.87859425948241,9,6,Rain,42.365,-71.056,42.352,-71.055
7747,7747,North Station,South Station,23.850764151830617,9,6,Rain,42.366,-71.062,42.352,-71.055
7748,7748,Northeastern University,South Station,22.981357525147683,9,6,Rain,42.34,-71.09,42.352,-71.055
7749,7749,South Station,South Station,25.61289631373429,9,6,Rain,42.352,-71.055,42.352,-71.055
7750,7750,Theatre District,South Station,24.81117340880256,9,6,Rain,42.352,-71.064,42.352,-71.055
7751,7751,West End,South Station,23.73110452181585,9,6,Rain,42.365,-71.064,42.352,-71.055
7752,7752,Back Bay,Theatre District,21.92095645612264,9,6,Rain,42.35,-71.08,42.352,-71.064
7753,7753,Beacon Hill,Theatre District,21.82428259450865,9,6,Rain,42.356,-71.069,42.352,-71.064
7754,7754,Boston University,Theatre District,21.458027347488507,9,6,Rain,42.351,-71.105,42.352,-71.064
7755,7755,Fenway,Theatre District,23.251387997876883,9,6,Rain,42.347,-71.092,42.352,-71.064
7756,7756,Financial District,Theatre District,24.008806743291476,9,6,Rain,42.356,-71.055,42.352,-71.064
7757,7757,Haymarket Square,Theatre District,25.130554191630782,9,6,Rain,42.364,-71.059,42.352,-71.064
7758,7758,North End,Theatre District,23.88143986713096,9,6,Rain,42.365,-71.056,42.352,-71.064
7759,7759,North Station,Theatre District,23.577465522572652,9,6,Rain,42.366,-71.062,42.352,-71.064
7760,7760,Northeastern University,Theatre District,22.988682125127472,9,6,Rain,42.34,-71.09,42.352,-71.064
7761,7761,South Station,Theatre District,23.761259799176266,9,6,Rain,42.352,-71.055,42.352,-71.064
7762,7762,Theatre District,Theatre District,24.80753848982654,9,6,Rain,42.352,-71.064,42.352,-71.064
7763,7763,West End,Theatre District,23.728917145089703,9,6,Rain,42.365,-71.064,42.352,-71.064
7764,7764,Back Bay,West End,21.92939444877696,9,6,Rain,42.35,-71.08,42.365,-71.064
7765,7765,Beacon Hill,West End,21.81885290056043,9,6,Rain,42.356,-71.069,42.365,-71.064
7766,7766,Boston University,West End,21.461285038366796,9,6,Rain,42.351,-71.105,42.365,-71.064
7767,7767,Fenway,West End,23.246840806016547,9,6,Rain,42.347,-71.092,42.365,-71.064
7768,7768,Financial District,West End,24.034686547797783,9,6,Rain,42.356,-71.055,42.365,-71.064
7769,7769,Haymarket Square,West End,25.6991455896804,9,6,Rain,42.364,-71.059,42.365,-71.064
7770,7770,North End,West End,23.87995715700382,9,6,Rain,42.365,-71.056,42.365,-71.064
7771,7771,North Station,West End,23.376832476618983,9,6,Rain,42.366,-71.062,42.365,-71.064
7772,7772,Northeastern University,West End,22.98858338691561,9,6,Rain,42.34,-71.09,42.365,-71.064
7773,7773,South Station,West End,23.095703795783,9,6,Rain,42.352,-71.055,42.365,-71.064
7774,7774,Theatre District,West End,24.809305114024674,9,6,Rain,42.352,-71.064,42.365,-71.064
7775,7775,West End,West End,23.72934143648857,9,6,Rain,42.365,-71.064,42.365,-71.064
7776,7776,Back Bay,Back Bay,0.0,9,7,Clear,42.35,-71.08,42.35,-71.08
7777,7777,Beacon Hill,Back Bay,21.619226361251886,9,7,Clear,42.356,-71.069,42.35,-71.08
7778,7778,Boston University,Back Bay,21.27032524488866,9,7,Clear,42.351,-71.105,42.35,-71.08
7779,7779,Fenway,Back Bay,23.04423568294549,9,7,Clear,42.347,-71.092,42.35,-71.08
7780,7780,Financial District,Back Bay,23.355091981372137,9,7,Clear,42.356,-71.055,42.35,-71.08
7781,7781,Haymarket Square,Back Bay,24.74341879133316,9,7,Clear,42.364,-71.059,42.35,-71.08
7782,7782,North End,Back Bay,23.667778208591525,9,7,Clear,42.365,-71.056,42.35,-71.08
7783,7783,North Station,Back Bay,22.81328313278505,9,7,Clear,42.366,-71.062,42.35,-71.08
7784,7784,Northeastern University,Back Bay,22.83232197762693,9,7,Clear,42.34,-71.09,42.35,-71.08
7785,7785,South Station,Back Bay,22.46033297229718,9,7,Clear,42.352,-71.055,42.35,-71.08
7786,7786,Theatre District,Back Bay,24.54073137618264,9,7,Clear,42.352,-71.064,42.35,-71.08
7787,7787,West End,Back Bay,23.53844112367075,9,7,Clear,42.365,-71.064,42.35,-71.08
7788,7788,Back Bay,Beacon Hill,21.753466225012,9,7,Clear,42.35,-71.08,42.356,-71.069
7789,7789,Beacon Hill,Beacon Hill,0.0,9,7,Clear,42.356,-71.069,42.356,-71.069
7790,7790,Boston University,Beacon Hill,21.26605563590873,9,7,Clear,42.351,-71.105,42.356,-71.069
7791,7791,Fenway,Beacon Hill,23.04215017741601,9,7,Clear,42.347,-71.092,42.356,-71.069
7792,7792,Financial District,Beacon Hill,22.89952422519471,9,7,Clear,42.356,-71.055,42.356,-71.069
7793,7793,Haymarket Square,Beacon Hill,24.798049614186095,9,7,Clear,42.364,-71.059,42.356,-71.069
7794,7794,North End,Beacon Hill,23.674863798898013,9,7,Clear,42.365,-71.056,42.356,-71.069
7795,7795,North Station,Beacon Hill,23.067731060784663,9,7,Clear,42.366,-71.062,42.356,-71.069
7796,7796,Northeastern University,Beacon Hill,22.8329731965131,9,7,Clear,42.34,-71.09,42.356,-71.069
7797,7797,South Station,Beacon Hill,22.321814366049324,9,7,Clear,42.352,-71.055,42.356,-71.069
7798,7798,Theatre District,Beacon Hill,24.53575795644558,9,7,Clear,42.352,-71.064,42.356,-71.069
7799,7799,West End,Beacon Hill,23.541970550630023,9,7,Clear,42.365,-71.064,42.356,-71.069
7800,7800,Back Bay,Boston University,21.75475513847925,9,7,Clear,42.35,-71.08,42.351,-71.105
7801,7801,Beacon Hill,Boston University,21.626944242429747,9,7,Clear,42.356,-71.069,42.351,-71.105
7802,7802,Boston University,Boston University,0.0,9,7,Clear,42.351,-71.105,42.351,-71.105
7803,7803,Fenway,Boston University,23.04263492425336,9,7,Clear,42.347,-71.092,42.351,-71.105
7804,7804,Financial District,Boston University,24.193566459495823,9,7,Clear,42.356,-71.055,42.351,-71.105
7805,7805,Haymarket Square,Boston University,23.83826896152093,9,7,Clear,42.364,-71.059,42.351,-71.105
7806,7806,North End,Boston University,23.66681122054657,9,7,Clear,42.365,-71.056,42.351,-71.105
7807,7807,North Station,Boston University,23.569702210913263,9,7,Clear,42.366,-71.062,42.351,-71.105
7808,7808,Northeastern University,Boston University,22.821833922308965,9,7,Clear,42.34,-71.09,42.351,-71.105
7809,7809,South Station,Boston University,21.11004772546265,9,7,Clear,42.352,-71.055,42.351,-71.105
7810,7810,Theatre District,Boston University,24.537010707215178,9,7,Clear,42.352,-71.064,42.351,-71.105
7811,7811,West End,Boston University,23.545679117618405,9,7,Clear,42.365,-71.064,42.351,-71.105
7812,7812,Back Bay,Fenway,21.755047905003277,9,7,Clear,42.35,-71.08,42.347,-71.092
7813,7813,Beacon Hill,Fenway,21.624585140775647,9,7,Clear,42.356,-71.069,42.347,-71.092
7814,7814,Boston University,Fenway,21.272246564601108,9,7,Clear,42.351,-71.105,42.347,-71.092
7815,7815,Fenway,Fenway,23.041086891199317,9,7,Clear,42.347,-71.092,42.347,-71.092
7816,7816,Financial District,Fenway,24.796378724725205,9,7,Clear,42.356,-71.055,42.347,-71.092
7817,7817,Haymarket Square,Fenway,24.129090798818517,9,7,Clear,42.364,-71.059,42.347,-71.092
7818,7818,North End,Fenway,23.665894834673505,9,7,Clear,42.365,-71.056,42.347,-71.092
7819,7819,North Station,Fenway,23.466714627821236,9,7,Clear,42.366,-71.062,42.347,-71.092
7820,7820,Northeastern University,Fenway,22.8322601845092,9,7,Clear,42.34,-71.09,42.347,-71.092
7821,7821,South Station,Fenway,21.415161655756865,9,7,Clear,42.352,-71.055,42.347,-71.092
7822,7822,Theatre District,Fenway,24.53883443983048,9,7,Clear,42.352,-71.064,42.347,-71.092
7823,7823,West End,Fenway,23.54506925514316,9,7,Clear,42.365,-71.064,42.347,-71.092
7824,7824,Back Bay,Financial District,21.755671078300168,9,7,Clear,42.35,-71.08,42.356,-71.055
7825,7825,Beacon Hill,Financial District,21.627417801871204,9,7,Clear,42.356,-71.069,42.356,-71.055
7826,7826,Boston University,Financial District,21.272056050787025,9,7,Clear,42.351,-71.105,42.356,-71.055
7827,7827,Fenway,Financial District,23.04531527547615,9,7,Clear,42.347,-71.092,42.356,-71.055
7828,7828,Financial District,Financial District,28.78468089845693,9,7,Clear,42.356,-71.055,42.356,-71.055
7829,7829,Haymarket Square,Financial District,25.322487617763883,9,7,Clear,42.364,-71.059,42.356,-71.055
7830,7830,North End,Financial District,23.6726480854105,9,7,Clear,42.365,-71.056,42.356,-71.055
7831,7831,North Station,Financial District,23.49433637302504,9,7,Clear,42.366,-71.062,42.356,-71.055
7832,7832,Northeastern University,Financial District,22.82900341104593,9,7,Clear,42.34,-71.09,42.356,-71.055
7833,7833,South Station,Financial District,25.410005165773423,9,7,Clear,42.352,-71.055,42.356,-71.055
7834,7834,Theatre District,Financial District,24.539020375778424,9,7,Clear,42.352,-71.064,42.356,-71.055
7835,7835,West End,Financial District,23.54132043811159,9,7,Clear,42.365,-71.064,42.356,-71.055
7836,7836,Back Bay,Haymarket Square,21.75625585832648,9,7,Clear,42.35,-71.08,42.364,-71.059
7837,7837,Beacon Hill,Haymarket Square,21.62700843221327,9,7,Clear,42.356,-71.069,42.364,-71.059
7838,7838,Boston University,Haymarket Square,21.268869677692543,9,7,Clear,42.351,-71.105,42.364,-71.059
7839,7839,Fenway,Haymarket Square,23.0380228625164,9,7,Clear,42.347,-71.092,42.364,-71.059
7840,7840,Financial District,Haymarket Square,25.99635456911185,9,7,Clear,42.356,-71.055,42.364,-71.059
7841,7841,Haymarket Square,Haymarket Square,25.73606720470502,9,7,Clear,42.364,-71.059,42.364,-71.059
7842,7842,North End,Haymarket Square,23.673122402952245,9,7,Clear,42.365,-71.056,42.364,-71.059
7843,7843,North Station,Haymarket Square,24.6789229457704,9,7,Clear,42.366,-71.062,42.364,-71.059
7844,7844,Northeastern University,Haymarket Square,22.83462477728235,9,7,Clear,42.34,-71.09,42.364,-71.059
7845,7845,South Station,Haymarket Square,21.467421526962788,9,7,Clear,42.352,-71.055,42.364,-71.059
7846,7846,Theatre District,Haymarket Square,24.54046596808112,9,7,Clear,42.352,-71.064,42.364,-71.059
7847,7847,West End,Haymarket Square,23.54633461878846,9,7,Clear,42.365,-71.064,42.364,-71.059
7848,7848,Back Bay,North End,21.75779195192166,9,7,Clear,42.35,-71.08,42.365,-71.056
7849,7849,Beacon Hill,North End,21.624079517249683,9,7,Clear,42.356,-71.069,42.365,-71.056
7850,7850,Boston University,North End,21.264409917389617,9,7,Clear,42.351,-71.105,42.365,-71.056
7851,7851,Fenway,North End,23.03397207788196,9,7,Clear,42.347,-71.092,42.365,-71.056
7852,7852,Financial District,North End,25.70390052317818,9,7,Clear,42.356,-71.055,42.365,-71.056
7853,7853,Haymarket Square,North End,24.10247948975151,9,7,Clear,42.364,-71.059,42.365,-71.056
