Source,Destination,Q,hour,weather,day,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
Beacon Hill,Financial District,0.0,19,Rain,5,42.3562,-71.0694,42.3559,-71.055
Boston University,Financial District,11.046745210686916,19,Rain,5,42.3505,-71.1054,42.3559,-71.055
Fenway,Financial District,11.089417684948755,19,Rain,5,42.3468,-71.0923,42.3559,-71.055
Financial District,Financial District,0.0,19,Rain,5,42.3559,-71.055,42.3559,-71.055
Haymarket Square,Financial District,17.70220647847178,19,Rain,5,42.3638,-71.0585,42.3559,-71.055
North End,Financial District,21.74794935875859,19,Rain,5,42.3652,-71.0555,42.3559,-71.055
North Station,Financial District,0.0,19,Rain,5,42.3664,-71.062,42.3559,-71.055
Northeastern University,Financial District,18.054300298724204,19,Rain,5,42.3399,-71.0899,42.3559,-71.055
South Station,Financial District,25.86857218923249,19,Rain,5,42.3519,-71.0552,42.3559,-71.055
Theatre District,Financial District,0.0,19,Rain,5,42.3519,-71.0643,42.3559,-71.055
West End,Financial District,0.0,19,Rain,5,42.3652,-71.0641,42.3559,-71.055
Back Bay,Haymarket Square,12.663049244088544,19,Rain,5,42.3495,-71.0795,42.3638,-71.0585
Beacon Hill,Haymarket Square,19.04883157504977,19,Rain,5,42.3562,-71.0694,42.3638,-71.0585
Boston University,Haymarket Square,0.0,19,Rain,5,42.3505,-71.1054,42.3638,-71.0585
Fenway,Haymarket Square,0.0,19,Rain,5,42.3468,-71.0923,42.3638,-71.0585
Financial District,Haymarket Square,16.88099162823331,19,Rain,5,42.3559,-71.055,42.3638,-71.0585
Haymarket Square,Haymarket Square,0.0,19,Rain,5,42.3638,-71.0585,42.3638,-71.0585
North End,Haymarket Square,0.0,19,Rain,5,42.3652,-71.0555,42.3638,-71.0585
North Station,Haymarket Square,25.034653729714677,19,Rain,5,42.3664,-71.062,42.3638,-71.0585
Northeastern University,Haymarket Square,0.0,19,Rain,5,42.3399,-71.0899,42.3638,-71.0585
South Station,Haymarket Square,0.0,19,Rain,5,42.3519,-71.0552,42.3638,-71.0585
Theatre District,Haymarket Square,11.358555968497777,19,Rain,5,42.3519,-71.0643,42.3638,-71.0585
West End,Haymarket Square,22.620454504464977,19,Rain,5,42.3652,-71.0641,42.3638,-71.0585
Back Bay,North End,11.04797072155179,19,Rain,5,42.3495,-71.0795,42.3652,-71.0555
Beacon Hill,North End,10.705544342640001,19,Rain,5,42.3562,-71.0694,42.3652,-71.0555
Boston University,North End,0.0,19,Rain,5,42.3505,-71.1054,42.3652,-71.0555
Fenway,North End,0.0,19,Rain,5,42.3468,-71.0923,42.3652,-71.0555
Financial District,North End,14.858759900169112,19,Rain,5,42.3559,-71.055,42.3652,-71.0555
Haymarket Square,North End,0.0,19,Rain,5,42.3638,-71.0585,42.3652,-71.0555
North End,North End,0.0,19,Rain,5,42.3652,-71.0555,42.3652,-71.0555
North Station,North End,13.996950333503229,19,Rain,5,42.3664,-71.062,42.3652,-71.0555
Northeastern University,North End,0.0,19,Rain,5,42.3399,-71.0899,42.3652,-71.0555
South Station,North End,0.0,19,Rain,5,42.3519,-71.0552,42.3652,-71.0555
Theatre District,North End,10.743057115636235,19,Rain,5,42.3519,-71.0643,42.3652,-71.0555
West End,North End,11.195082328164297,19,Rain,5,42.3652,-71.0641,42.3652,-71.0555
Back Bay,North Station,0.0,19,Rain,5,42.3495,-71.0795,42.3664,-71.062
Beacon Hill,North Station,0.0,19,Rain,5,42.3562,-71.0694,42.3664,-71.062
Boston University,North Station,10.67846819773183,19,Rain,5,42.3505,-71.1054,42.3664,-71.062
Fenway,North Station,10.72156491415424,19,Rain,5,42.3468,-71.0923,42.3664,-71.062
Financial District,North Station,0.0,19,Rain,5,42.3559,-71.055,42.3664,-71.062
Haymarket Square,North Station,26.199526248945823,19,Rain,5,42.3638,-71.0585,42.3664,-71.062
North End,North Station,11.8084808470767,19,Rain,5,42.3652,-71.0555,42.3664,-71.062
North Station,North Station,0.0,19,Rain,5,42.3664,-71.062,42.3664,-71.062
Northeastern University,North Station,11.888684108716102,19,Rain,5,42.3399,-71.0899,42.3664,-71.062
South Station,North Station,14.969535256141508,19,Rain,5,42.3519,-71.0552,42.3664,-71.062
Theatre District,North Station,0.0,19,Rain,5,42.3519,-71.0643,42.3664,-71.062
West End,North Station,0.0,19,Rain,5,42.3652,-71.0641,42.3664,-71.062
Back Bay,Northeastern University,15.742631044440875,19,Rain,5,42.3495,-71.0795,42.3399,-71.0899
Beacon Hill,Northeastern University,10.070872815835882,19,Rain,5,42.3562,-71.0694,42.3399,-71.0899
Boston University,Northeastern University,0.0,19,Rain,5,42.3505,-71.1054,42.3399,-71.0899
Fenway,Northeastern University,0.0,19,Rain,5,42.3468,-71.0923,42.3399,-71.0899
Financial District,Northeastern University,11.260460222076807,19,Rain,5,42.3559,-71.055,42.3399,-71.0899
Haymarket Square,Northeastern University,0.0,19,Rain,5,42.3638,-71.0585,42.3399,-71.0899
North End,Northeastern University,0.0,19,Rain,5,42.3652,-71.0555,42.3399,-71.0899
North Station,Northeastern University,10.690290136326949,19,Rain,5,42.3664,-71.062,42.3399,-71.0899
Northeastern University,Northeastern University,0.0,19,Rain,5,42.3399,-71.0899,42.3399,-71.0899
South Station,Northeastern University,0.0,19,Rain,5,42.3519,-71.0552,42.3399,-71.0899
Theatre District,Northeastern University,10.22827508509787,19,Rain,5,42.3519,-71.0643,42.3399,-71.0899
West End,Northeastern University,9.832441549475405,19,Rain,5,42.3652,-71.0641,42.3399,-71.0899
Back Bay,South Station,12.918736838436779,19,Rain,5,42.3495,-71.0795,42.3519,-71.0552
Beacon Hill,South Station,10.91839494216897,19,Rain,5,42.3562,-71.0694,42.3519,-71.0552
Boston University,South Station,0.0,19,Rain,5,42.3505,-71.1054,42.3519,-71.0552
Fenway,South Station,0.0,19,Rain,5,42.3468,-71.0923,42.3519,-71.0552
Financial District,South Station,29.394797614643032,19,Rain,5,42.3559,-71.055,42.3519,-71.0552
Haymarket Square,South Station,0.0,19,Rain,5,42.3638,-71.0585,42.3519,-71.0552
North End,South Station,0.0,19,Rain,5,42.3652,-71.0555,42.3519,-71.0552
North Station,South Station,13.8213790991556,19,Rain,5,42.3664,-71.062,42.3519,-71.0552
Northeastern University,South Station,0.0,19,Rain,5,42.3399,-71.0899,42.3519,-71.0552
South Station,South Station,0.0,19,Rain,5,42.3519,-71.0552,42.3519,-71.0552
Theatre District,South Station,24.33012610516398,19,Rain,5,42.3519,-71.0643,42.3519,-71.0552
West End,South Station,10.956014365940291,19,Rain,5,42.3652,-71.0641,42.3519,-71.0552
Back Bay,Theatre District,0.0,19,Rain,5,42.3495,-71.0795,42.3519,-71.0643
Beacon Hill,Theatre District,0.0,19,Rain,5,42.3562,-71.0694,42.3519,-71.0643
Boston University,Theatre District,10.544710573086416,19,Rain,5,42.3505,-71.1054,42.3519,-71.0643
Fenway,Theatre District,10.60300623746696,19,Rain,5,42.3468,-71.0923,42.3519,-71.0643
Financial District,Theatre District,0.0,19,Rain,5,42.3559,-71.055,42.3519,-71.0643
Haymarket Square,Theatre District,14.900876470951628,19,Rain,5,42.3638,-71.0585,42.3519,-71.0643
North End,Theatre District,11.080820953366944,19,Rain,5,42.3652,-71.0555,42.3519,-71.0643
North Station,Theatre District,0.0,19,Rain,5,42.3664,-71.062,42.3519,-71.0643
Northeastern University,Theatre District,11.762111979325155,19,Rain,5,42.3399,-71.0899,42.3519,-71.0643
South Station,Theatre District,15.439430514584302,19,Rain,5,42.3519,-71.0552,42.3519,-71.0643
Theatre District,Theatre District,0.0,19,Rain,5,42.3519,-71.0643,42.3519,-71.0643
West End,Theatre District,0.0,19,Rain,5,42.3652,-71.0641,42.3519,-71.0643
Back Bay,West End,0.0,19,Rain,5,42.3495,-71.0795,42.3652,-71.0641
Beacon Hill,West End,0.0,19,Rain,5,42.3562,-71.0694,42.3652,-71.0641
Boston University,West End,10.345885036612163,19,Rain,5,42.3505,-71.1054,42.3652,-71.0641
Fenway,West End,10.378818083160304,19,Rain,5,42.3468,-71.0923,42.3652,-71.0641
Financial District,West End,0.0,19,Rain,5,42.3559,-71.055,42.3652,-71.0641
Haymarket Square,West End,17.74473560492715,19,Rain,5,42.3638,-71.0585,42.3652,-71.0641
North End,West End,11.205920822694823,19,Rain,5,42.3652,-71.0555,42.3652,-71.0641
North Station,West End,0.0,19,Rain,5,42.3664,-71.062,42.3652,-71.0641
Northeastern University,West End,11.026527057924323,19,Rain,5,42.3399,-71.0899,42.3652,-71.0641
South Station,West End,14.016933757982624,19,Rain,5,42.3519,-71.0552,42.3652,-71.0641
Theatre District,West End,0.0,19,Rain,5,42.3519,-71.0643,42.3652,-71.0641
West End,West End,0.0,19,Rain,5,42.3652,-71.0641,42.3652,-71.0641
Back Bay,Back Bay,0.0,19,Rain,6,42.3495,-71.0795,42.3495,-71.0795
Beacon Hill,Back Bay,0.0,19,Rain,6,42.3562,-71.0694,42.3495,-71.0795
Boston University,Back Bay,13.174807235481513,19,Rain,6,42.3505,-71.1054,42.3495,-71.0795
Fenway,Back Bay,12.979078890511165,19,Rain,6,42.3468,-71.0923,42.3495,-71.0795
Financial District,Back Bay,0.0,19,Rain,6,42.3559,-71.055,42.3495,-71.0795
Haymarket Square,Back Bay,10.957929546008696,19,Rain,6,42.3638,-71.0585,42.3495,-71.0795
North End,Back Bay,9.918556006152448,19,Rain,6,42.3652,-71.0555,42.3495,-71.0795
North Station,Back Bay,0.0,19,Rain,6,42.3664,-71.062,42.3495,-71.0795
Northeastern University,Back Bay,11.670778659884999,19,Rain,6,42.3399,-71.0899,42.3495,-71.0795
South Station,Back Bay,10.665626031675718,19,Rain,6,42.3519,-71.0552,42.3495,-71.0795
Theatre District,Back Bay,0.0,19,Rain,6,42.3519,-71.0643,42.3495,-71.0795
West End,Back Bay,0.0,19,Rain,6,42.3652,-71.0641,42.3495,-71.0795
Back Bay,Beacon Hill,0.0,19,Rain,6,42.3495,-71.0795,42.3562,-71.0694
Beacon Hill,Beacon Hill,0.0,19,Rain,6,42.3562,-71.0694,42.3562,-71.0694
Boston University,Beacon Hill,10.126940806518254,19,Rain,6,42.3505,-71.1054,42.3562,-71.0694
Fenway,Beacon Hill,10.10844711153876,19,Rain,6,42.3468,-71.0923,42.3562,-71.0694
Financial District,Beacon Hill,0.0,19,Rain,6,42.3559,-71.055,42.3562,-71.0694
Haymarket Square,Beacon Hill,13.124175991262893,19,Rain,6,42.3638,-71.0585,42.3562,-71.0694
North End,Beacon Hill,10.36342271176561,19,Rain,6,42.3652,-71.0555,42.3562,-71.0694
North Station,Beacon Hill,0.0,19,Rain,6,42.3664,-71.062,42.3562,-71.0694
Northeastern University,Beacon Hill,10.568239980361072,19,Rain,6,42.3399,-71.0899,42.3562,-71.0694
South Station,Beacon Hill,12.164079001444795,19,Rain,6,42.3519,-71.0552,42.3562,-71.0694
Theatre District,Beacon Hill,0.0,19,Rain,6,42.3519,-71.0643,42.3562,-71.0694
West End,Beacon Hill,0.0,19,Rain,6,42.3652,-71.0641,42.3562,-71.0694
Back Bay,Boston University,10.654606195240545,19,Rain,6,42.3495,-71.0795,42.3505,-71.1054
Beacon Hill,Boston University,9.888221316886554,19,Rain,6,42.3562,-71.0694,42.3505,-71.1054
Boston University,Boston University,0.0,19,Rain,6,42.3505,-71.1054,42.3505,-71.1054
Fenway,Boston University,0.0,19,Rain,6,42.3468,-71.0923,42.3505,-71.1054
Financial District,Boston University,9.315594012840148,19,Rain,6,42.3559,-71.055,42.3505,-71.1054
Haymarket Square,Boston University,0.0,19,Rain,6,42.3638,-71.0585,42.3505,-71.1054
North End,Boston University,0.0,19,Rain,6,42.3652,-71.0555,42.3505,-71.1054
North Station,Boston University,9.705482887817332,19,Rain,6,42.3664,-71.062,42.3505,-71.1054
Northeastern University,Boston University,0.0,19,Rain,6,42.3399,-71.0899,42.3505,-71.1054
South Station,Boston University,0.0,19,Rain,6,42.3519,-71.0552,42.3505,-71.1054
Theatre District,Boston University,9.8097693044517,19,Rain,6,42.3519,-71.0643,42.3505,-71.1054
West End,Boston University,9.73625387552316,19,Rain,6,42.3652,-71.0641,42.3505,-71.1054
Back Bay,Fenway,10.723514676617516,19,Rain,6,42.3495,-71.0795,42.3468,-71.0923
Beacon Hill,Fenway,9.857513487321345,19,Rain,6,42.3562,-71.0694,42.3468,-71.0923
Boston University,Fenway,0.0,19,Rain,6,42.3505,-71.1054,42.3468,-71.0923
Fenway,Fenway,0.0,19,Rain,6,42.3468,-71.0923,42.3468,-71.0923
Financial District,Fenway,9.35352877393163,19,Rain,6,42.3559,-71.055,42.3468,-71.0923
Haymarket Square,Fenway,0.0,19,Rain,6,42.3638,-71.0585,42.3468,-71.0923
North End,Fenway,0.0,19,Rain,6,42.3652,-71.0555,42.3468,-71.0923
North Station,Fenway,9.643378921942462,19,Rain,6,42.3664,-71.062,42.3468,-71.0923
Northeastern University,Fenway,0.0,19,Rain,6,42.3399,-71.0899,42.3468,-71.0923
South Station,Fenway,0.0,19,Rain,6,42.3519,-71.0552,42.3468,-71.0923
Theatre District,Fenway,9.745707383684543,19,Rain,6,42.3519,-71.0643,42.3468,-71.0923
West End,Fenway,9.702248754345709,19,Rain,6,42.3652,-71.0641,42.3468,-71.0923
Back Bay,Financial District,0.0,19,Rain,6,42.3495,-71.0795,42.3559,-71.055
Beacon Hill,Financial District,0.0,19,Rain,6,42.3562,-71.0694,42.3559,-71.055
Boston University,Financial District,11.051899306308703,19,Rain,6,42.3505,-71.1054,42.3559,-71.055
Fenway,Financial District,11.082008172895183,19,Rain,6,42.3468,-71.0923,42.3559,-71.055
Financial District,Financial District,0.0,19,Rain,6,42.3559,-71.055,42.3559,-71.055
Haymarket Square,Financial District,17.701365230351367,19,Rain,6,42.3638,-71.0585,42.3559,-71.055
North End,Financial District,21.740221229593157,19,Rain,6,42.3652,-71.0555,42.3559,-71.055
North Station,Financial District,0.0,19,Rain,6,42.3664,-71.062,42.3559,-71.055
Northeastern University,Financial District,18.04829029733486,19,Rain,6,42.3399,-71.0899,42.3559,-71.055
South Station,Financial District,25.85917901859038,19,Rain,6,42.3519,-71.0552,42.3559,-71.055
Theatre District,Financial District,0.0,19,Rain,6,42.3519,-71.0643,42.3559,-71.055
West End,Financial District,0.0,19,Rain,6,42.3652,-71.0641,42.3559,-71.055
Back Bay,Haymarket Square,12.655941520708817,19,Rain,6,42.3495,-71.0795,42.3638,-71.0585
Beacon Hill,Haymarket Square,19.04234807370257,19,Rain,6,42.3562,-71.0694,42.3638,-71.0585
Boston University,Haymarket Square,0.0,19,Rain,6,42.3505,-71.1054,42.3638,-71.0585
Fenway,Haymarket Square,0.0,19,Rain,6,42.3468,-71.0923,42.3638,-71.0585
Financial District,Haymarket Square,16.876379804240788,19,Rain,6,42.3559,-71.055,42.3638,-71.0585
Haymarket Square,Haymarket Square,0.0,19,Rain,6,42.3638,-71.0585,42.3638,-71.0585
North End,Haymarket Square,0.0,19,Rain,6,42.3652,-71.0555,42.3638,-71.0585
North Station,Haymarket Square,25.02563119695394,19,Rain,6,42.3664,-71.062,42.3638,-71.0585
Northeastern University,Haymarket Square,0.0,19,Rain,6,42.3399,-71.0899,42.3638,-71.0585
South Station,Haymarket Square,0.0,19,Rain,6,42.3519,-71.0552,42.3638,-71.0585
Theatre District,Haymarket Square,11.357404293980181,19,Rain,6,42.3519,-71.0643,42.3638,-71.0585
West End,Haymarket Square,22.61254989654783,19,Rain,6,42.3652,-71.0641,42.3638,-71.0585
Back Bay,North End,11.046241534906347,19,Rain,6,42.3495,-71.0795,42.3652,-71.0555
Beacon Hill,North End,10.704585599862664,19,Rain,6,42.3562,-71.0694,42.3652,-71.0555
Boston University,North End,0.0,19,Rain,6,42.3505,-71.1054,42.3652,-71.0555
Fenway,North End,0.0,19,Rain,6,42.3468,-71.0923,42.3652,-71.0555
Financial District,North End,14.854506010761163,19,Rain,6,42.3559,-71.055,42.3652,-71.0555
Haymarket Square,North End,0.0,19,Rain,6,42.3638,-71.0585,42.3652,-71.0555
North End,North End,0.0,19,Rain,6,42.3652,-71.0555,42.3652,-71.0555
North Station,North End,13.989519397492113,19,Rain,6,42.3664,-71.062,42.3652,-71.0555
Northeastern University,North End,0.0,19,Rain,6,42.3399,-71.0899,42.3652,-71.0555
South Station,North End,0.0,19,Rain,6,42.3519,-71.0552,42.3652,-71.0555
Theatre District,North End,10.742094081973615,19,Rain,6,42.3519,-71.0643,42.3652,-71.0555
West End,North End,11.193954499596018,19,Rain,6,42.3652,-71.0641,42.3652,-71.0555
Back Bay,North Station,0.0,19,Rain,6,42.3495,-71.0795,42.3664,-71.062
Beacon Hill,North Station,0.0,19,Rain,6,42.3562,-71.0694,42.3664,-71.062
Boston University,North Station,10.67758367542505,19,Rain,6,42.3505,-71.1054,42.3664,-71.062
Fenway,North Station,10.720648474508337,19,Rain,6,42.3468,-71.0923,42.3664,-71.062
Financial District,North Station,0.0,19,Rain,6,42.3559,-71.055,42.3664,-71.062
Haymarket Square,North Station,26.190093601059594,19,Rain,6,42.3638,-71.0585,42.3664,-71.062
North End,North Station,11.807112803570812,19,Rain,6,42.3652,-71.0555,42.3664,-71.062
North Station,North Station,0.0,19,Rain,6,42.3664,-71.062,42.3664,-71.062
Northeastern University,North Station,11.883064997691534,19,Rain,6,42.3399,-71.0899,42.3664,-71.062
South Station,North Station,14.967738052062678,19,Rain,6,42.3519,-71.0552,42.3664,-71.062
Theatre District,North Station,0.0,19,Rain,6,42.3519,-71.0643,42.3664,-71.062
West End,North Station,0.0,19,Rain,6,42.3652,-71.0641,42.3664,-71.062
Back Bay,Northeastern University,15.737434074484495,19,Rain,6,42.3495,-71.0795,42.3399,-71.0899
Beacon Hill,Northeastern University,10.070420556804567,19,Rain,6,42.3562,-71.0694,42.3399,-71.0899
Boston University,Northeastern University,0.0,19,Rain,6,42.3505,-71.1054,42.3399,-71.0899
Fenway,Northeastern University,0.0,19,Rain,6,42.3468,-71.0923,42.3399,-71.0899
Financial District,Northeastern University,11.259266200603498,19,Rain,6,42.3559,-71.055,42.3399,-71.0899
Haymarket Square,Northeastern University,0.0,19,Rain,6,42.3638,-71.0585,42.3399,-71.0899
North End,Northeastern University,0.0,19,Rain,6,42.3652,-71.0555,42.3399,-71.0899
North Station,Northeastern University,10.68947087879217,19,Rain,6,42.3664,-71.062,42.3399,-71.0899
Northeastern University,Northeastern University,0.0,19,Rain,6,42.3399,-71.0899,42.3399,-71.0899
South Station,Northeastern University,0.0,19,Rain,6,42.3519,-71.0552,42.3399,-71.0899
Theatre District,Northeastern University,10.227950704912477,19,Rain,6,42.3519,-71.0643,42.3399,-71.0899
West End,Northeastern University,9.832367307849637,19,Rain,6,42.3652,-71.0641,42.3399,-71.0899
Back Bay,South Station,12.916154418624819,19,Rain,6,42.3495,-71.0795,42.3519,-71.0552
Beacon Hill,South Station,10.917313141728124,19,Rain,6,42.3562,-71.0694,42.3519,-71.0552
Boston University,South Station,0.0,19,Rain,6,42.3505,-71.1054,42.3519,-71.0552
Fenway,South Station,0.0,19,Rain,6,42.3468,-71.0923,42.3519,-71.0552
Financial District,South Station,29.38391775512231,19,Rain,6,42.3559,-71.055,42.3519,-71.0552
Haymarket Square,South Station,0.0,19,Rain,6,42.3638,-71.0585,42.3519,-71.0552
North End,South Station,0.0,19,Rain,6,42.3652,-71.0555,42.3519,-71.0552
North Station,South Station,13.81811363454385,19,Rain,6,42.3664,-71.062,42.3519,-71.0552
Northeastern University,South Station,0.0,19,Rain,6,42.3399,-71.0899,42.3519,-71.0552
South Station,South Station,0.0,19,Rain,6,42.3519,-71.0552,42.3519,-71.0552
Theatre District,South Station,24.32138538806866,19,Rain,6,42.3519,-71.0643,42.3519,-71.0552
West End,South Station,10.954917399434994,19,Rain,6,42.3652,-71.0641,42.3519,-71.0552
Back Bay,Theatre District,0.0,19,Rain,6,42.3495,-71.0795,42.3519,-71.0643
Beacon Hill,Theatre District,0.0,19,Rain,6,42.3562,-71.0694,42.3519,-71.0643
Boston University,Theatre District,10.54382398520576,19,Rain,6,42.3505,-71.1054,42.3519,-71.0643
Fenway,Theatre District,10.602142339470547,19,Rain,6,42.3468,-71.0923,42.3519,-71.0643
Financial District,Theatre District,0.0,19,Rain,6,42.3559,-71.055,42.3519,-71.0643
Haymarket Square,Theatre District,14.897129852997102,19,Rain,6,42.3638,-71.0585,42.3519,-71.0643
North End,Theatre District,11.079843656700564,19,Rain,6,42.3652,-71.0555,42.3519,-71.0643
North Station,Theatre District,0.0,19,Rain,6,42.3664,-71.062,42.3519,-71.0643
Northeastern University,Theatre District,11.760256650870497,19,Rain,6,42.3399,-71.0899,42.3519,-71.0643
South Station,Theatre District,15.435235169431557,19,Rain,6,42.3519,-71.0552,42.3519,-71.0643
Theatre District,Theatre District,0.0,19,Rain,6,42.3519,-71.0643,42.3519,-71.0643
West End,Theatre District,0.0,19,Rain,6,42.3652,-71.0641,42.3519,-71.0643
Back Bay,West End,0.0,19,Rain,6,42.3495,-71.0795,42.3652,-71.0641
Beacon Hill,West End,0.0,19,Rain,6,42.3562,-71.0694,42.3652,-71.0641
Boston University,West End,10.345030072188313,19,Rain,6,42.3505,-71.1054,42.3652,-71.0641
Fenway,West End,10.378088625357767,19,Rain,6,42.3468,-71.0923,42.3652,-71.0641
Financial District,West End,0.0,19,Rain,6,42.3559,-71.055,42.3652,-71.0641
Haymarket Square,West End,17.73986031220285,19,Rain,6,42.3638,-71.0585,42.3652,-71.0641
North End,West End,11.20481376210155,19,Rain,6,42.3652,-71.0555,42.3652,-71.0641
North Station,West End,0.0,19,Rain,6,42.3664,-71.062,42.3652,-71.0641
Northeastern University,West End,11.025032014915455,19,Rain,6,42.3399,-71.0899,42.3652,-71.0641
South Station,West End,14.013397740072074,19,Rain,6,42.3519,-71.0552,42.3652,-71.0641
Theatre District,West End,0.0,19,Rain,6,42.3519,-71.0643,42.3652,-71.0641
West End,West End,0.0,19,Rain,6,42.3652,-71.0641,42.3652,-71.0641
Back Bay,Back Bay,0.0,19,Rain,7,42.3495,-71.0795,42.3495,-71.0795
Beacon Hill,Back Bay,0.0,19,Rain,7,42.3562,-71.0694,42.3495,-71.0795
Boston University,Back Bay,13.170672573285454,19,Rain,7,42.3505,-71.1054,42.3495,-71.0795
Fenway,Back Bay,12.975023937016386,19,Rain,7,42.3468,-71.0923,42.3495,-71.0795
Financial District,Back Bay,0.0,19,Rain,7,42.3559,-71.055,42.3495,-71.0795
Haymarket Square,Back Bay,10.955859809375188,19,Rain,7,42.3638,-71.0585,42.3495,-71.0795
North End,Back Bay,9.917947729168302,19,Rain,7,42.3652,-71.0555,42.3495,-71.0795
North Station,Back Bay,0.0,19,Rain,7,42.3664,-71.062,42.3495,-71.0795
Northeastern University,Back Bay,11.667332193764631,19,Rain,7,42.3399,-71.0899,42.3495,-71.0795
South Station,Back Bay,10.663377641691847,19,Rain,7,42.3519,-71.0552,42.3495,-71.0795
Theatre District,Back Bay,0.0,19,Rain,7,42.3519,-71.0643,42.3495,-71.0795
West End,Back Bay,0.0,19,Rain,7,42.3652,-71.0641,42.3495,-71.0795
Back Bay,Beacon Hill,0.0,19,Rain,7,42.3495,-71.0795,42.3562,-71.0694
Beacon Hill,Beacon Hill,0.0,19,Rain,7,42.3562,-71.0694,42.3562,-71.0694
Boston University,Beacon Hill,10.126238581615747,19,Rain,7,42.3505,-71.1054,42.3562,-71.0694
Fenway,Beacon Hill,10.107847979257086,19,Rain,7,42.3468,-71.0923,42.3562,-71.0694
Financial District,Beacon Hill,0.0,19,Rain,7,42.3559,-71.055,42.3562,-71.0694
Haymarket Square,Beacon Hill,13.12115475095953,19,Rain,7,42.3638,-71.0585,42.3562,-71.0694
North End,Beacon Hill,10.362751661602951,19,Rain,7,42.3652,-71.0555,42.3562,-71.0694
North Station,Beacon Hill,0.0,19,Rain,7,42.3664,-71.062,42.3562,-71.0694
Northeastern University,Beacon Hill,10.566925615260732,19,Rain,7,42.3399,-71.0899,42.3562,-71.0694
South Station,Beacon Hill,12.161276372237472,19,Rain,7,42.3519,-71.0552,42.3562,-71.0694
Theatre District,Beacon Hill,0.0,19,Rain,7,42.3519,-71.0643,42.3562,-71.0694
West End,Beacon Hill,0.0,19,Rain,7,42.3652,-71.0641,42.3562,-71.0694
Back Bay,Boston University,10.653082252882236,19,Rain,7,42.3495,-71.0795,42.3505,-71.1054
Beacon Hill,Boston University,9.887599440449705,19,Rain,7,42.3562,-71.0694,42.3505,-71.1054
Boston University,Boston University,0.0,19,Rain,7,42.3505,-71.1054,42.3505,-71.1054
Fenway,Boston University,0.0,19,Rain,7,42.3468,-71.0923,42.3505,-71.1054
Financial District,Boston University,9.313919289157347,19,Rain,7,42.3559,-71.055,42.3505,-71.1054
Haymarket Square,Boston University,0.0,19,Rain,7,42.3638,-71.0585,42.3505,-71.1054
North End,Boston University,0.0,19,Rain,7,42.3652,-71.0555,42.3505,-71.1054
North Station,Boston University,9.704086518805994,19,Rain,7,42.3664,-71.062,42.3505,-71.1054
Northeastern University,Boston University,0.0,19,Rain,7,42.3399,-71.0899,42.3505,-71.1054
South Station,Boston University,0.0,19,Rain,7,42.3519,-71.0552,42.3505,-71.1054
Theatre District,Boston University,9.809264109054123,19,Rain,7,42.3519,-71.0643,42.3505,-71.1054
West End,Boston University,9.735743064891313,19,Rain,7,42.3652,-71.0641,42.3505,-71.1054
Back Bay,Fenway,10.721851605232823,19,Rain,7,42.3495,-71.0795,42.3468,-71.0923
Beacon Hill,Fenway,9.856926217156769,19,Rain,7,42.3562,-71.0694,42.3468,-71.0923
Boston University,Fenway,0.0,19,Rain,7,42.3505,-71.1054,42.3468,-71.0923
Fenway,Fenway,0.0,19,Rain,7,42.3468,-71.0923,42.3468,-71.0923
Financial District,Fenway,9.351856768691118,19,Rain,7,42.3559,-71.055,42.3468,-71.0923
Haymarket Square,Fenway,0.0,19,Rain,7,42.3638,-71.0585,42.3468,-71.0923
North End,Fenway,0.0,19,Rain,7,42.3652,-71.0555,42.3468,-71.0923
North Station,Fenway,9.641985857416774,19,Rain,7,42.3664,-71.062,42.3468,-71.0923
Northeastern University,Fenway,0.0,19,Rain,7,42.3399,-71.0899,42.3468,-71.0923
South Station,Fenway,0.0,19,Rain,7,42.3519,-71.0552,42.3468,-71.0923
Theatre District,Fenway,9.745187123009647,19,Rain,7,42.3519,-71.0643,42.3468,-71.0923
West End,Fenway,9.701760823238173,19,Rain,7,42.3652,-71.0641,42.3468,-71.0923
Back Bay,Financial District,0.0,19,Rain,7,42.3495,-71.0795,42.3559,-71.055
Beacon Hill,Financial District,0.0,19,Rain,7,42.3562,-71.0694,42.3559,-71.055
Boston University,Financial District,11.050786304384843,19,Rain,7,42.3505,-71.1054,42.3559,-71.055
Fenway,Financial District,11.080901620187536,19,Rain,7,42.3468,-71.0923,42.3559,-71.055
Financial District,Financial District,0.0,19,Rain,7,42.3559,-71.055,42.3559,-71.055
Haymarket Square,Financial District,17.69633276991977,19,Rain,7,42.3638,-71.0585,42.3559,-71.055
North End,Financial District,21.732681501553735,19,Rain,7,42.3652,-71.0555,42.3559,-71.055
North Station,Financial District,0.0,19,Rain,7,42.3664,-71.062,42.3559,-71.055
Northeastern University,Financial District,18.042280279946954,19,Rain,7,42.3399,-71.0899,42.3559,-71.055
South Station,Financial District,25.849785847948258,19,Rain,7,42.3519,-71.0552,42.3559,-71.055
Theatre District,Financial District,0.0,19,Rain,7,42.3519,-71.0643,42.3559,-71.055
West End,Financial District,0.0,19,Rain,7,42.3652,-71.0641,42.3559,-71.055
Back Bay,Haymarket Square,12.653632628646756,19,Rain,7,42.3495,-71.0795,42.3638,-71.0585
Beacon Hill,Haymarket Square,19.035851382704884,19,Rain,7,42.3562,-71.0694,42.3638,-71.0585
