Source,Destination,Q,hour,weather,day,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
Theatre District,Back Bay,0.0,9,Clear,7,42.3519,-71.0643,42.3495,-71.0795
West End,Back Bay,0.0,9,Clear,7,42.3652,-71.0641,42.3495,-71.0795
Back Bay,Beacon Hill,0.0,9,Clear,7,42.3495,-71.0795,42.3562,-71.0694
Beacon Hill,Beacon Hill,0.0,9,Clear,7,42.3562,-71.0694,42.3562,-71.0694
Boston University,Beacon Hill,10.097887673417455,9,Clear,7,42.3505,-71.1054,42.3562,-71.0694
Fenway,Beacon Hill,10.08232859417893,9,Clear,7,42.3468,-71.0923,42.3562,-71.0694
Financial District,Beacon Hill,0.0,9,Clear,7,42.3559,-71.055,42.3562,-71.0694
Haymarket Square,Beacon Hill,12.994774003792084,9,Clear,7,42.3638,-71.0585,42.3562,-71.0694
North End,Beacon Hill,10.333604733660733,9,Clear,7,42.3652,-71.0555,42.3562,-71.0694
North Station,Beacon Hill,0.0,9,Clear,7,42.3664,-71.062,42.3562,-71.0694
Northeastern University,Beacon Hill,10.527240833586315,9,Clear,7,42.3399,-71.0899,42.3562,-71.0694
South Station,Beacon Hill,12.055351750242002,9,Clear,7,42.3519,-71.0552,42.3562,-71.0694
Theatre District,Beacon Hill,0.0,9,Clear,7,42.3519,-71.0643,42.3562,-71.0694
West End,Beacon Hill,0.0,9,Clear,7,42.3652,-71.0641,42.3562,-71.0694
Back Bay,Boston University,10.592154675640217,9,Clear,7,42.3495,-71.0795,42.3505,-71.1054
Beacon Hill,Boston University,9.861655088401065,9,Clear,7,42.3562,-71.0694,42.3505,-71.1054
Boston University,Boston University,0.0,9,Clear,7,42.3505,-71.1054,42.3505,-71.1054
Fenway,Boston University,0.0,9,Clear,7,42.3468,-71.0923,42.3505,-71.1054
Financial District,Boston University,9.225492371680643,9,Clear,7,42.3559,-71.055,42.3505,-71.1054
Haymarket Square,Boston University,0.0,9,Clear,7,42.3638,-71.0585,42.3505,-71.1054
North End,Boston University,0.0,9,Clear,7,42.3652,-71.0555,42.3505,-71.1054
North Station,Boston University,9.648874771962475,9,Clear,7,42.3664,-71.062,42.3505,-71.1054
Northeastern University,Boston University,0.0,9,Clear,7,42.3399,-71.0899,42.3505,-71.1054
South Station,Boston University,0.0,9,Clear,7,42.3519,-71.0552,42.3505,-71.1054
Theatre District,Boston University,9.786028488132889,9,Clear,7,42.3519,-71.0643,42.3505,-71.1054
West End,Boston University,9.716593997883878,9,Clear,7,42.3652,-71.0641,42.3505,-71.1054
Back Bay,Fenway,10.660081674562575,9,Clear,7,42.3495,-71.0795,42.3468,-71.0923
Beacon Hill,Fenway,9.831128113921514,9,Clear,7,42.3562,-71.0694,42.3468,-71.0923
Boston University,Fenway,0.0,9,Clear,7,42.3505,-71.1054,42.3468,-71.0923
Fenway,Fenway,0.0,9,Clear,7,42.3468,-71.0923,42.3468,-71.0923
Financial District,Fenway,9.285384888810926,9,Clear,7,42.3559,-71.055,42.3468,-71.0923
Haymarket Square,Fenway,0.0,9,Clear,7,42.3638,-71.0585,42.3468,-71.0923
North End,Fenway,0.0,9,Clear,7,42.3652,-71.0555,42.3468,-71.0923
North Station,Fenway,9.590468455121524,9,Clear,7,42.3664,-71.062,42.3468,-71.0923
Northeastern University,Fenway,0.0,9,Clear,7,42.3399,-71.0899,42.3468,-71.0923
South Station,Fenway,0.0,9,Clear,7,42.3519,-71.0552,42.3468,-71.0923
Theatre District,Fenway,9.722129581137713,9,Clear,7,42.3519,-71.0643,42.3468,-71.0923
West End,Fenway,9.683062344339126,9,Clear,7,42.3652,-71.0641,42.3468,-71.0923
Back Bay,Financial District,0.0,9,Clear,7,42.3495,-71.0795,42.3559,-71.055
Beacon Hill,Financial District,0.0,9,Clear,7,42.3562,-71.0694,42.3559,-71.055
Boston University,Financial District,10.995730371774458,9,Clear,7,42.3505,-71.1054,42.3559,-71.055
Fenway,Financial District,11.029883785806778,9,Clear,7,42.3468,-71.0923,42.3559,-71.055
Financial District,Financial District,0.0,9,Clear,7,42.3559,-71.055,42.3559,-71.055
Haymarket Square,Financial District,17.484487803728438,9,Clear,7,42.3638,-71.0585,42.3559,-71.055
North End,Financial District,21.409617967066495,9,Clear,7,42.3652,-71.0555,42.3559,-71.055
North Station,Financial District,0.0,9,Clear,7,42.3664,-71.062,42.3559,-71.055
Northeastern University,Financial District,17.763334858539352,9,Clear,7,42.3399,-71.0899,42.3559,-71.055
South Station,Financial District,25.44074710363149,9,Clear,7,42.3519,-71.0552,42.3559,-71.055
Theatre District,Financial District,0.0,9,Clear,7,42.3519,-71.0643,42.3559,-71.055
West End,Financial District,0.0,9,Clear,7,42.3652,-71.0641,42.3559,-71.055
Back Bay,Haymarket Square,12.529254477736144,9,Clear,7,42.3495,-71.0795,42.3638,-71.0585
Beacon Hill,Haymarket Square,18.76914613609445,9,Clear,7,42.3562,-71.0694,42.3638,-71.0585
Boston University,Haymarket Square,0.0,9,Clear,7,42.3505,-71.1054,42.3638,-71.0585
Fenway,Haymarket Square,0.0,9,Clear,7,42.3468,-71.0923,42.3638,-71.0585
Financial District,Haymarket Square,16.69079305979187,9,Clear,7,42.3559,-71.055,42.3638,-71.0585
Haymarket Square,Haymarket Square,0.0,9,Clear,7,42.3638,-71.0585,42.3638,-71.0585
North End,Haymarket Square,0.0,9,Clear,7,42.3652,-71.0555,42.3638,-71.0585
North Station,Haymarket Square,24.653325013611482,9,Clear,7,42.3664,-71.062,42.3638,-71.0585
Northeastern University,Haymarket Square,0.0,9,Clear,7,42.3399,-71.0899,42.3638,-71.0585
South Station,Haymarket Square,0.0,9,Clear,7,42.3519,-71.0552,42.3638,-71.0585
Theatre District,Haymarket Square,11.306905739951867,9,Clear,7,42.3519,-71.0643,42.3638,-71.0585
West End,Haymarket Square,22.280729617079846,9,Clear,7,42.3652,-71.0641,42.3638,-71.0585
Back Bay,North End,10.949079428075082,9,Clear,7,42.3495,-71.0795,42.3652,-71.0555
Beacon Hill,North End,10.662101545132035,9,Clear,7,42.3562,-71.0694,42.3652,-71.0555
Boston University,North End,0.0,9,Clear,7,42.3505,-71.1054,42.3652,-71.0555
Fenway,North End,0.0,9,Clear,7,42.3468,-71.0923,42.3652,-71.0555
Financial District,North End,14.697628324209921,9,Clear,7,42.3559,-71.055,42.3652,-71.0555
Haymarket Square,North End,0.0,9,Clear,7,42.3638,-71.0585,42.3652,-71.0555
North End,North End,0.0,9,Clear,7,42.3652,-71.0555,42.3652,-71.0555
North Station,North End,13.855170951479039,9,Clear,7,42.3664,-71.062,42.3652,-71.0555
Northeastern University,North End,0.0,9,Clear,7,42.3399,-71.0899,42.3652,-71.0555
South Station,North End,0.0,9,Clear,7,42.3519,-71.0552,42.3652,-71.0555
Theatre District,North End,10.705162704709348,9,Clear,7,42.3519,-71.0643,42.3652,-71.0555
West End,North End,11.152493763762095,9,Clear,7,42.3652,-71.0641,42.3652,-71.0555
Back Bay,North Station,0.0,9,Clear,7,42.3495,-71.0795,42.3664,-71.062
Beacon Hill,North Station,0.0,9,Clear,7,42.3562,-71.0694,42.3664,-71.062
Boston University,North Station,10.634876982123325,9,Clear,7,42.3505,-71.1054,42.3664,-71.062
Fenway,North Station,10.68356655699042,9,Clear,7,42.3468,-71.0923,42.3664,-71.062
Financial District,North Station,0.0,9,Clear,7,42.3559,-71.055,42.3664,-71.062
Haymarket Square,North Station,25.806300220580525,9,Clear,7,42.3638,-71.0585,42.3664,-71.062
North End,North Station,11.748867819252142,9,Clear,7,42.3652,-71.0555,42.3664,-71.062
North Station,North Station,0.0,9,Clear,7,42.3664,-71.062,42.3664,-71.062
Northeastern University,North Station,11.785274731433866,9,Clear,7,42.3399,-71.0899,42.3664,-71.062
South Station,North Station,14.805270350513021,9,Clear,7,42.3519,-71.0552,42.3664,-71.062
Theatre District,North Station,0.0,9,Clear,7,42.3519,-71.0643,42.3664,-71.062
West End,North Station,0.0,9,Clear,7,42.3652,-71.0641,42.3664,-71.062
Back Bay,Northeastern University,15.527885344287922,9,Clear,7,42.3495,-71.0795,42.3399,-71.0899
Beacon Hill,Northeastern University,10.039949861266425,9,Clear,7,42.3562,-71.0694,42.3399,-71.0899
Boston University,Northeastern University,0.0,9,Clear,7,42.3505,-71.1054,42.3399,-71.0899
Fenway,Northeastern University,0.0,9,Clear,7,42.3468,-71.0923,42.3399,-71.0899
Financial District,Northeastern University,11.157455170773645,9,Clear,7,42.3559,-71.055,42.3399,-71.0899
Haymarket Square,Northeastern University,0.0,9,Clear,7,42.3638,-71.0585,42.3399,-71.0899
North End,Northeastern University,0.0,9,Clear,7,42.3652,-71.0555,42.3399,-71.0899
North Station,Northeastern University,10.617507550935114,9,Clear,7,42.3664,-71.062,42.3399,-71.0899
Northeastern University,Northeastern University,0.0,9,Clear,7,42.3399,-71.0899,42.3399,-71.0899
South Station,Northeastern University,0.0,9,Clear,7,42.3519,-71.0552,42.3399,-71.0899
Theatre District,Northeastern University,10.202338761583281,9,Clear,7,42.3519,-71.0643,42.3399,-71.0899
West End,Northeastern University,9.81488845600804,9,Clear,7,42.3652,-71.0641,42.3399,-71.0899
Back Bay,South Station,12.732834056758588,9,Clear,7,42.3495,-71.0795,42.3519,-71.0552
Beacon Hill,South Station,10.871596626391241,9,Clear,7,42.3562,-71.0694,42.3519,-71.0552
Boston University,South Station,0.0,9,Clear,7,42.3505,-71.1054,42.3519,-71.0552
Fenway,South Station,0.0,9,Clear,7,42.3468,-71.0923,42.3519,-71.0552
Financial District,South Station,28.878281925889254,9,Clear,7,42.3559,-71.055,42.3519,-71.0552
Haymarket Square,South Station,0.0,9,Clear,7,42.3638,-71.0585,42.3519,-71.0552
North End,South Station,0.0,9,Clear,7,42.3652,-71.0555,42.3519,-71.0552
North Station,South Station,13.679445877696406,9,Clear,7,42.3664,-71.062,42.3519,-71.0552
Northeastern University,South Station,0.0,9,Clear,7,42.3399,-71.0899,42.3519,-71.0552
South Station,South Station,0.0,9,Clear,7,42.3519,-71.0552,42.3519,-71.0552
Theatre District,South Station,23.90878713231158,9,Clear,7,42.3519,-71.0643,42.3519,-71.0552
West End,South Station,10.924705314308293,9,Clear,7,42.3652,-71.0641,42.3519,-71.0552
Back Bay,Theatre District,0.0,9,Clear,7,42.3495,-71.0795,42.3519,-71.0643
Beacon Hill,Theatre District,0.0,9,Clear,7,42.3562,-71.0694,42.3519,-71.0643
Boston University,Theatre District,10.502227462472097,9,Clear,7,42.3505,-71.1054,42.3519,-71.0643
Fenway,Theatre District,10.562056855118996,9,Clear,7,42.3468,-71.0923,42.3519,-71.0643
Financial District,Theatre District,0.0,9,Clear,7,42.3559,-71.055,42.3519,-71.0643
Haymarket Square,Theatre District,14.731751934658586,9,Clear,7,42.3638,-71.0585,42.3519,-71.0643
North End,Theatre District,11.034908937733592,9,Clear,7,42.3652,-71.0555,42.3519,-71.0643
North Station,Theatre District,0.0,9,Clear,7,42.3664,-71.062,42.3519,-71.0643
Northeastern University,Theatre District,11.67303447330464,9,Clear,7,42.3399,-71.0899,42.3519,-71.0643
South Station,Theatre District,15.247636054646746,9,Clear,7,42.3519,-71.0552,42.3519,-71.0643
Theatre District,Theatre District,0.0,9,Clear,7,42.3519,-71.0643,42.3519,-71.0643
West End,Theatre District,0.0,9,Clear,7,42.3652,-71.0641,42.3519,-71.0643
Back Bay,West End,0.0,9,Clear,7,42.3495,-71.0795,42.3652,-71.0641
Beacon Hill,West End,0.0,9,Clear,7,42.3562,-71.0694,42.3652,-71.0641
Boston University,West End,10.3119480074741,9,Clear,7,42.3505,-71.1054,42.3652,-71.0641
Fenway,West End,10.341823522442573,9,Clear,7,42.3468,-71.0923,42.3652,-71.0641
Financial District,West End,0.0,9,Clear,7,42.3559,-71.055,42.3652,-71.0641
Haymarket Square,West End,17.53430936358291,9,Clear,7,42.3638,-71.0585,42.3652,-71.0641
North End,West End,11.157857591546545,9,Clear,7,42.3652,-71.0555,42.3652,-71.0641
North Station,West End,0.0,9,Clear,7,42.3664,-71.062,42.3652,-71.0641
Northeastern University,West End,10.951553025187962,9,Clear,7,42.3399,-71.0899,42.3652,-71.0641
South Station,West End,13.866138697967838,9,Clear,7,42.3519,-71.0552,42.3652,-71.0641
Theatre District,West End,0.0,9,Clear,7,42.3519,-71.0643,42.3652,-71.0641
West End,West End,0.0,9,Clear,7,42.3652,-71.0641,42.3652,-71.0641
Back Bay,Back Bay,0.0,9,Rain,1,42.3495,-71.0795,42.3495,-71.0795
Beacon Hill,Back Bay,0.0,9,Rain,1,42.3562,-71.0694,42.3495,-71.0795
Boston University,Back Bay,13.138534392026845,9,Rain,1,42.3505,-71.1054,42.3495,-71.0795
Fenway,Back Bay,12.951812452285619,9,Rain,1,42.3468,-71.0923,42.3495,-71.0795
Financial District,Back Bay,0.0,9,Rain,1,42.3559,-71.055,42.3495,-71.0795
Haymarket Square,Back Bay,10.935197432753528,9,Rain,1,42.3638,-71.0585,42.3495,-71.0795
North End,Back Bay,9.916644926808111,9,Rain,1,42.3652,-71.0555,42.3495,-71.0795
North Station,Back Bay,0.0,9,Rain,1,42.3664,-71.062,42.3495,-71.0795
Northeastern University,Back Bay,11.645895771618283,9,Rain,1,42.3399,-71.0899,42.3495,-71.0795
South Station,Back Bay,10.64217781666744,9,Rain,1,42.3519,-71.0552,42.3495,-71.0795
Theatre District,Back Bay,0.0,9,Rain,1,42.3519,-71.0643,42.3495,-71.0795
West End,Back Bay,0.0,9,Rain,1,42.3652,-71.0641,42.3495,-71.0795
Back Bay,Beacon Hill,0.0,9,Rain,1,42.3495,-71.0795,42.3562,-71.0694
Beacon Hill,Beacon Hill,0.0,9,Rain,1,42.3562,-71.0694,42.3562,-71.0694
Boston University,Beacon Hill,10.120899336931481,9,Rain,1,42.3505,-71.1054,42.3562,-71.0694
Fenway,Beacon Hill,10.10198421899194,9,Rain,1,42.3468,-71.0923,42.3562,-71.0694
Financial District,Beacon Hill,0.0,9,Rain,1,42.3559,-71.055,42.3562,-71.0694
Haymarket Square,Beacon Hill,13.105593770559604,9,Rain,1,42.3638,-71.0585,42.3562,-71.0694
North End,Beacon Hill,10.355465118563023,9,Rain,1,42.3652,-71.0555,42.3562,-71.0694
North Station,Beacon Hill,0.0,9,Rain,1,42.3664,-71.062,42.3562,-71.0694
Northeastern University,Beacon Hill,10.575918484567199,9,Rain,1,42.3399,-71.0899,42.3562,-71.0694
South Station,Beacon Hill,12.145449333356886,9,Rain,1,42.3519,-71.0552,42.3562,-71.0694
Theatre District,Beacon Hill,0.0,9,Rain,1,42.3519,-71.0643,42.3562,-71.0694
West End,Beacon Hill,0.0,9,Rain,1,42.3652,-71.0641,42.3562,-71.0694
Back Bay,Boston University,10.64644824726664,9,Rain,1,42.3495,-71.0795,42.3505,-71.1054
Beacon Hill,Boston University,9.881659585791825,9,Rain,1,42.3562,-71.0694,42.3505,-71.1054
Boston University,Boston University,0.0,9,Rain,1,42.3505,-71.1054,42.3505,-71.1054
Fenway,Boston University,0.0,9,Rain,1,42.3468,-71.0923,42.3505,-71.1054
Financial District,Boston University,9.27696705732163,9,Rain,1,42.3559,-71.055,42.3505,-71.1054
Haymarket Square,Boston University,0.0,9,Rain,1,42.3638,-71.0585,42.3505,-71.1054
North End,Boston University,0.0,9,Rain,1,42.3652,-71.0555,42.3505,-71.1054
North Station,Boston University,9.692053032422375,9,Rain,1,42.3664,-71.062,42.3505,-71.1054
Northeastern University,Boston University,0.0,9,Rain,1,42.3399,-71.0899,42.3505,-71.1054
South Station,Boston University,0.0,9,Rain,1,42.3519,-71.0552,42.3505,-71.1054
Theatre District,Boston University,9.802250550423654,9,Rain,1,42.3519,-71.0643,42.3505,-71.1054
West End,Boston University,9.732885844000931,9,Rain,1,42.3652,-71.0641,42.3505,-71.1054
Back Bay,Fenway,10.715358618954804,9,Rain,1,42.3495,-71.0795,42.3468,-71.0923
Beacon Hill,Fenway,9.85272100437464,9,Rain,1,42.3562,-71.0694,42.3468,-71.0923
Boston University,Fenway,0.0,9,Rain,1,42.3505,-71.1054,42.3468,-71.0923
Fenway,Fenway,0.0,9,Rain,1,42.3468,-71.0923,42.3468,-71.0923
Financial District,Fenway,9.337721461646929,9,Rain,1,42.3559,-71.055,42.3468,-71.0923
Haymarket Square,Fenway,0.0,9,Rain,1,42.3638,-71.0585,42.3468,-71.0923
North End,Fenway,0.0,9,Rain,1,42.3652,-71.0555,42.3468,-71.0923
North Station,Fenway,9.632192681427298,9,Rain,1,42.3664,-71.062,42.3468,-71.0923
Northeastern University,Fenway,0.0,9,Rain,1,42.3399,-71.0899,42.3468,-71.0923
South Station,Fenway,0.0,9,Rain,1,42.3519,-71.0552,42.3468,-71.0923
Theatre District,Fenway,9.738702894107968,9,Rain,1,42.3519,-71.0643,42.3468,-71.0923
West End,Fenway,9.698565041886773,9,Rain,1,42.3652,-71.0641,42.3468,-71.0923
Back Bay,Financial District,0.0,9,Rain,1,42.3495,-71.0795,42.3559,-71.055
Beacon Hill,Financial District,0.0,9,Rain,1,42.3562,-71.0694,42.3559,-71.055
Boston University,Financial District,11.0316695849599,9,Rain,1,42.3505,-71.1054,42.3559,-71.055
Fenway,Financial District,11.065604972549782,9,Rain,1,42.3468,-71.0923,42.3559,-71.055
Financial District,Financial District,0.0,9,Rain,1,42.3559,-71.055,42.3559,-71.055
Haymarket Square,Financial District,17.648158495797116,9,Rain,1,42.3638,-71.0585,42.3559,-71.055
North End,Financial District,21.654427299753124,9,Rain,1,42.3652,-71.0555,42.3559,-71.055
North Station,Financial District,0.0,9,Rain,1,42.3664,-71.062,42.3559,-71.055
Northeastern University,Financial District,17.959185445845215,9,Rain,1,42.3399,-71.0899,42.3559,-71.055
South Station,Financial District,25.747763089054143,9,Rain,1,42.3519,-71.0552,42.3559,-71.055
Theatre District,Financial District,0.0,9,Rain,1,42.3519,-71.0643,42.3559,-71.055
West End,Financial District,0.0,9,Rain,1,42.3652,-71.0641,42.3559,-71.055
Back Bay,Haymarket Square,12.632477473540943,9,Rain,1,42.3495,-71.0795,42.3638,-71.0585
Beacon Hill,Haymarket Square,18.983038071744115,9,Rain,1,42.3562,-71.0694,42.3638,-71.0585
Boston University,Haymarket Square,0.0,9,Rain,1,42.3505,-71.1054,42.3638,-71.0585
Fenway,Haymarket Square,0.0,9,Rain,1,42.3468,-71.0923,42.3638,-71.0585
Financial District,Haymarket Square,16.83667391875426,9,Rain,1,42.3559,-71.055,42.3638,-71.0585
Haymarket Square,Haymarket Square,0.0,9,Rain,1,42.3638,-71.0585,42.3638,-71.0585
North End,Haymarket Square,0.0,9,Rain,1,42.3652,-71.0555,42.3638,-71.0585
North Station,Haymarket Square,24.949791502924754,9,Rain,1,42.3664,-71.062,42.3638,-71.0585
Northeastern University,Haymarket Square,0.0,9,Rain,1,42.3399,-71.0899,42.3638,-71.0585
South Station,Haymarket Square,0.0,9,Rain,1,42.3519,-71.0552,42.3638,-71.0585
Theatre District,Haymarket Square,11.345576459735218,9,Rain,1,42.3519,-71.0643,42.3638,-71.0585
West End,Haymarket Square,22.542197232236735,9,Rain,1,42.3652,-71.0641,42.3638,-71.0585
Back Bay,North End,11.029458492155069,9,Rain,1,42.3495,-71.0795,42.3652,-71.0555
Beacon Hill,North End,10.691890538054478,9,Rain,1,42.3562,-71.0694,42.3652,-71.0555
Boston University,North End,0.0,9,Rain,1,42.3505,-71.1054,42.3652,-71.0555
Fenway,North End,0.0,9,Rain,1,42.3468,-71.0923,42.3652,-71.0555
Financial District,North End,14.808449047353246,9,Rain,1,42.3559,-71.055,42.3652,-71.0555
Haymarket Square,North End,0.0,9,Rain,1,42.3638,-71.0585,42.3652,-71.0555
North End,North End,0.0,9,Rain,1,42.3652,-71.0555,42.3652,-71.0555
North Station,North End,13.96019528199408,9,Rain,1,42.3664,-71.062,42.3652,-71.0555
Northeastern University,North End,0.0,9,Rain,1,42.3399,-71.0899,42.3652,-71.0555
South Station,North End,0.0,9,Rain,1,42.3519,-71.0552,42.3652,-71.0555
Theatre District,North End,10.734886892660608,9,Rain,1,42.3519,-71.0643,42.3652,-71.0555
West End,North End,11.18776340864973,9,Rain,1,42.3652,-71.0641,42.3652,-71.0555
Back Bay,North Station,0.0,9,Rain,1,42.3495,-71.0795,42.3664,-71.062
Beacon Hill,North Station,0.0,9,Rain,1,42.3562,-71.0694,42.3664,-71.062
Boston University,North Station,10.664890571862612,9,Rain,1,42.3505,-71.1054,42.3664,-71.062
Fenway,North Station,10.714313270077266,9,Rain,1,42.3468,-71.0923,42.3664,-71.062
Financial District,North Station,0.0,9,Rain,1,42.3559,-71.055,42.3664,-71.062
Haymarket Square,North Station,26.11624245940804,9,Rain,1,42.3638,-71.0585,42.3664,-71.062
North End,North Station,11.79437291097749,9,Rain,1,42.3652,-71.0555,42.3664,-71.062
North Station,North Station,0.0,9,Rain,1,42.3664,-71.062,42.3664,-71.062
Northeastern University,North Station,11.861750501334615,9,Rain,1,42.3399,-71.0899,42.3664,-71.062
South Station,North Station,14.931799788330293,9,Rain,1,42.3519,-71.0552,42.3664,-71.062
Theatre District,North Station,0.0,9,Rain,1,42.3519,-71.0643,42.3664,-71.062
West End,North Station,0.0,9,Rain,1,42.3652,-71.0641,42.3664,-71.062
Back Bay,Northeastern University,15.697840533798795,9,Rain,1,42.3495,-71.0795,42.3399,-71.0899
Beacon Hill,Northeastern University,10.059910118727963,9,Rain,1,42.3562,-71.0694,42.3399,-71.0899
Boston University,Northeastern University,0.0,9,Rain,1,42.3505,-71.1054,42.3399,-71.0899
Fenway,Northeastern University,0.0,9,Rain,1,42.3468,-71.0923,42.3399,-71.0899
Financial District,Northeastern University,11.222272341238424,9,Rain,1,42.3559,-71.055,42.3399,-71.0899
Haymarket Square,Northeastern University,0.0,9,Rain,1,42.3638,-71.0585,42.3399,-71.0899
North End,Northeastern University,0.0,9,Rain,1,42.3652,-71.0555,42.3399,-71.0899
North Station,Northeastern University,10.664817482815495,9,Rain,1,42.3664,-71.062,42.3399,-71.0899
Northeastern University,Northeastern University,0.0,9,Rain,1,42.3399,-71.0899,42.3399,-71.0899
South Station,Northeastern University,0.0,9,Rain,1,42.3519,-71.0552,42.3399,-71.0899
Theatre District,Northeastern University,10.220870431968033,9,Rain,1,42.3519,-71.0643,42.3399,-71.0899
West End,Northeastern University,9.828478448178798,9,Rain,1,42.3652,-71.0641,42.3399,-71.0899
Back Bay,South Station,12.872961917273507,9,Rain,1,42.3495,-71.0795,42.3519,-71.0552
Beacon Hill,South Station,10.9028549058127,9,Rain,1,42.3562,-71.0694,42.3519,-71.0552
Boston University,South Station,0.0,9,Rain,1,42.3505,-71.1054,42.3519,-71.0552
Fenway,South Station,0.0,9,Rain,1,42.3468,-71.0923,42.3519,-71.0552
Financial District,South Station,29.232519119214135,9,Rain,1,42.3559,-71.055,42.3519,-71.0552
Haymarket Square,South Station,0.0,9,Rain,1,42.3638,-71.0585,42.3519,-71.0552
North End,South Station,0.0,9,Rain,1,42.3652,-71.0555,42.3519,-71.0552
North Station,South Station,13.782755569028787,9,Rain,1,42.3664,-71.062,42.3519,-71.0552
Northeastern University,South Station,0.0,9,Rain,1,42.3399,-71.0899,42.3519,-71.0552
South Station,South Station,0.0,9,Rain,1,42.3519,-71.0552,42.3519,-71.0552
Theatre District,South Station,24.194208509630982,9,Rain,1,42.3519,-71.0643,42.3519,-71.0552
West End,South Station,10.945908936094316,9,Rain,1,42.3652,-71.0641,42.3519,-71.0552
Back Bay,Theatre District,0.0,9,Rain,1,42.3495,-71.0795,42.3519,-71.0643
Beacon Hill,Theatre District,0.0,9,Rain,1,42.3562,-71.0694,42.3519,-71.0643
Boston University,Theatre District,10.53115748962405,9,Rain,1,42.3505,-71.1054,42.3519,-71.0643
Fenway,Theatre District,10.589760859183981,9,Rain,1,42.3468,-71.0923,42.3519,-71.0643
Financial District,Theatre District,0.0,9,Rain,1,42.3559,-71.055,42.3519,-71.0643
Haymarket Square,Theatre District,14.853786333676636,9,Rain,1,42.3638,-71.0585,42.3519,-71.0643
North End,Theatre District,11.066673852013103,9,Rain,1,42.3652,-71.0555,42.3519,-71.0643
North Station,Theatre District,0.0,9,Rain,1,42.3664,-71.062,42.3519,-71.0643
Northeastern University,Theatre District,11.735785894435292,9,Rain,1,42.3399,-71.0899,42.3519,-71.0643
South Station,Theatre District,15.383081482791045,9,Rain,1,42.3519,-71.0552,42.3519,-71.0643
Theatre District,Theatre District,0.0,9,Rain,1,42.3519,-71.0643,42.3519,-71.0643
West End,Theatre District,0.0,9,Rain,1,42.3652,-71.0641,42.3519,-71.0643
Back Bay,West End,0.0,9,Rain,1,42.3495,-71.0795,42.3652,-71.0641
Beacon Hill,West End,0.0,9,Rain,1,42.3562,-71.0694,42.3652,-71.0641
Boston University,West End,10.335956997934419,9,Rain,1,42.3505,-71.1054,42.3652,-71.0641
Fenway,West End,10.370685135349039,9,Rain,1,42.3468,-71.0923,42.3652,-71.0641
Financial District,West End,0.0,9,Rain,1,42.3559,-71.055,42.3652,-71.0641
Haymarket Square,West End,17.692566618635052,9,Rain,1,42.3638,-71.0585,42.3652,-71.0641
North End,West End,11.194160614637264,9,Rain,1,42.3652,-71.0555,42.3652,-71.0641
North Station,West End,0.0,9,Rain,1,42.3664,-71.062,42.3652,-71.0641
Northeastern University,West End,11.012671438891369,9,Rain,1,42.3399,-71.0899,42.3652,-71.0641
South Station,West End,13.979775902719155,9,Rain,1,42.3519,-71.0552,42.3652,-71.0641
Theatre District,West End,0.0,9,Rain,1,42.3519,-71.0643,42.3652,-71.0641
West End,West End,0.0,9,Rain,1,42.3652,-71.0641,42.3652,-71.0641
Back Bay,Back Bay,0.0,9,Rain,2,42.3495,-71.0795,42.3495,-71.0795
Beacon Hill,Back Bay,0.0,9,Rain,2,42.3562,-71.0694,42.3495,-71.0795
Boston University,Back Bay,13.13439972983082,9,Rain,2,42.3505,-71.1054,42.3495,-71.0795
Fenway,Back Bay,12.94775749879084,9,Rain,2,42.3468,-71.0923,42.3495,-71.0795
Financial District,Back Bay,0.0,9,Rain,2,42.3559,-71.055,42.3495,-71.0795
Haymarket Square,Back Bay,10.933127696120026,9,Rain,2,42.3638,-71.0585,42.3495,-71.0795
North End,Back Bay,9.916036649823985,9,Rain,2,42.3652,-71.0555,42.3495,-71.0795
North Station,Back Bay,0.0,9,Rain,2,42.3664,-71.062,42.3495,-71.0795
Northeastern University,Back Bay,11.642449305497916,9,Rain,2,42.3399,-71.0899,42.3495,-71.0795
South Station,Back Bay,10.639929426683615,9,Rain,2,42.3519,-71.0552,42.3495,-71.0795
Theatre District,Back Bay,0.0,9,Rain,2,42.3519,-71.0643,42.3495,-71.0795
West End,Back Bay,0.0,9,Rain,2,42.3652,-71.0641,42.3495,-71.0795
Back Bay,Beacon Hill,0.0,9,Rain,2,42.3495,-71.0795,42.3562,-71.0694
Beacon Hill,Beacon Hill,0.0,9,Rain,2,42.3562,-71.0694,42.3562,-71.0694
Boston University,Beacon Hill,10.120197112029,9,Rain,2,42.3505,-71.1054,42.3562,-71.0694
Fenway,Beacon Hill,10.101385086710257,9,Rain,2,42.3468,-71.0923,42.3562,-71.0694
Financial District,Beacon Hill,0.0,9,Rain,2,42.3559,-71.055,42.3562,-71.0694
Haymarket Square,Beacon Hill,13.10257253025623,9,Rain,2,42.3638,-71.0585,42.3562,-71.0694
North End,Beacon Hill,10.35479406840039,9,Rain,2,42.3652,-71.0555,42.3562,-71.0694
North Station,Beacon Hill,0.0,9,Rain,2,42.3664,-71.062,42.3562,-71.0694
Northeastern University,Beacon Hill,10.574604119466871,9,Rain,2,42.3399,-71.0899,42.3562,-71.0694
South Station,Beacon Hill,12.142646704149572,9,Rain,2,42.3519,-71.0552,42.3562,-71.0694
